[lausanne#bar]
Va & Vient#6.135707#46.198042#Barras Christian#Café, Restaurant
Ital'India by Shahi#6.145544#46.213153##Café, Restaurant|Pizzeria|Take Away|Cuisine indienne|Restaurants par spécialité
Quirinale#6.146047#46.202929##Café, Restaurant
Grange-Canal#6.17457#46.199941##Café, Restaurant
au Bureau#6.131996#46.189623##Café, Restaurant
Coulouvrenière#6.138446#46.203804#Richoz Roger#Café, Restaurant
Bristol#6.146988#46.207483##Hôtel
Chez Anna#6.136201#46.191471##Café, Restaurant
Les Chambres du CTN#6.103959#46.168134##Hôtel
Tennis Club Lancy#6.115214#46.175005##Café, Restaurant
Spot Brésilien#6.148093#46.20952##Café, Restaurant|Cuisine brésilienne|Restaurants par spécialité
L'Union café Bersier#6.184197#46.167364#Dulce Neuenschwander#Café, Restaurant
Aéro Bistro#6.087478#46.22801##Café, Restaurant
Age d'Or#6.142388#46.207997##Pizzeria|Café, Restaurant
Aigle d'Or#6.142254#46.185918#Mulato Claudio et Andréa#Café, Restaurant
Arté Café#6.071701#46.228018#Sampaio Paulo#Café, Restaurant
Auberge de Thônex#6.20474#46.193915##Café, Restaurant
Auberge Onex#6.096734#46.183865#Rusconi Valentino#Café, Restaurant
Lion d'Or, Versoix#6.16936#46.276644##Auberge|Café, Restaurant
Babel G.#6.105052#46.148893#Bernard Julien#Café, Restaurant
Bistrot Au Jardin#6.136096#46.213728##Café, Restaurant
Bowling de Meyrin#6.102777#46.220014##Centre de loisirs|Café, Restaurant
Les Halles de L'île#6.14129#46.204629##Café, Restaurant
Le grenat#6.110415#46.214535##Café, Restaurant
Les Forces Motrices#6.136992#46.203887##Café, Restaurant
Café du Nant#6.161506#46.202862#Rodrigues Carlos#Café, Restaurant|Cuisine française|Restaurants par spécialité
Café Julienne#6.119822#46.169751##Café, Restaurant
Le Saint-Gervais#6.141312#46.206384##Café, Restaurant
Le Cayla#6.121734#46.205788##Café, Restaurant|Tea-Room
Casa Italia#6.146996#46.184766##Café, Restaurant
Chat-Botté#6.149954#46.209191##Café, Restaurant
Chez Martine#6.266904#46.235125#Hugel Martine#Café, Restaurant
Clochettes#6.158443#46.188217#Iglesias Bénito#Café, Restaurant
Club Nautique Versoix#6.166225#46.28807##Café, Restaurant
Coffee-Time#6.160156#46.200778#Yako Sàrl#Café, Restaurant
Costa Smeralda#6.148209#46.217178##Café, Restaurant|Pizzeria
Cristallina Deux#6.145605#46.207314#Brentini Xavier#Café, Restaurant
Du Mont-Blanc#6.140121#46.180297##Café, Restaurant
Fifty-Fifty#6.148587#46.203453#Orfei Vanessa#Café, Restaurant
Gabrien#6.141555#46.185361##Café, Restaurant
Grand Café#6.159378#46.200787##Café, Restaurant
Grand-Chêne#6.192076#46.195935#Unver Dilek#Café, Restaurant
Gymnastique#6.137209#46.185095#Marques Ana Cristina#Café, Restaurant
Halle de Rive#6.154595#46.201974##Café, Restaurant
Il Destino#6.142937#46.188238#Rodrigues Luis Manuel#Café, Restaurant|Cuisine italienne|Restaurants par spécialité|Pizzeria
Ka-Chon#6.14061#46.201625#Filipowski & Cie#Café, Restaurant|Cuisine chinoise|Restaurants par spécialité
L'Envers du Décor#6.157479#46.201089##Café, Restaurant|Cuisine française|Restaurants par spécialité
L'Escalade#6.142924#46.206177##Café, Restaurant
L'Espresso#6.087418#46.217366#Nicole Perregaux#Café, Restaurant
l'Orangerie#6.154607#46.200931##Café, Restaurant
La Boursière#6.145321#46.202912#Junge Willy et Annelie#Café, Restaurant
La Cantina Chez Marco#6.132669#46.191304##Café, Restaurant|Cuisine suisse|Restaurants par spécialité|Cuisine chinoise
La Cantine des Commerçants#6.133074#46.199793##Café, Restaurant
La Chaumaz#6.002339#46.204727#Costa Manuel#Café, Restaurant
la Couronne#6.265652#46.23487#Bourcart Pierre-Henry#Café, Restaurant|Auberge
la Follia#6.16718#46.200155##Café, Restaurant
la Maison d'Asie#6.137208#46.210583##Café, Restaurant
La Perle des Lions#6.144516#46.204072#Estrade Andrée#Café, Restaurant
La Rose du Sable#6.138512#46.188007##Café, Restaurant|Cuisine orientale|Restaurants par spécialité
la Sportive#6.143984#46.193783##Café, Restaurant
La Squadra#6.142924#46.19369##Pizzeria|Café, Restaurant|Take Away|Cuisine indienne|Restaurants par spécialité
Le Balthazar#6.130979#46.189386##Café, Restaurant
Le Bateau-Lavoir#6.14129#46.204629##Café, Restaurant
le Boël#6.144598#46.202805##Café, Restaurant
Le Comptoir Canaille#6.134704#46.198822##Café, Restaurant
le Mandement#6.037265#46.214613#Ozcan Cafer#Café, Restaurant
Le Parfum d'Asie#6.198453#46.193504##Café, Restaurant|Cuisine chinoise|Restaurants par spécialité
le Rochemont#6.16351#46.200276##Café, Restaurant
Le Saint-Jean#6.127686#46.205605##Café, Restaurant
le Samouraï#6.142075#46.194525##Café, Restaurant|Cuisine japonaise|Restaurants par spécialité
le Velours#6.15874#46.20149##Café, Restaurant
Les Délices de Genève#6.158329#46.200775#Ozturk#Tea-Room|Café, Restaurant
Luna#6.147505#46.214642##Café, Restaurant
Mère Royaume#6.141544#46.20698##Café, Restaurant
O-Viriato#6.146517#46.21203#Coutinho Herminio#Café, Restaurant
Olé-Olé#6.145566#46.211165##Café, Restaurant
Parc des Bastions#6.14457#46.200735##Café, Restaurant
Perron#6.148177#46.202144#Orozco Manuel#Café, Restaurant
Pessoa#6.138292#46.208049##Café, Restaurant
Philosophes#6.145753#46.195656##Café, Restaurant
Portofino#6.161222#46.203921#Lopez Ramona#Café, Restaurant
Portugais#6.140446#46.193814#Famille Martins#Café, Restaurant
Pub Lord Jim#6.145334#46.212727#Pieruzek Roman#Café, Restaurant
Rasoi by Vineet#6.141511#46.205675##Café, Restaurant
Restaurant Bombay#6.144913#46.209178##Cuisine indienne|Restaurants par spécialité|Café, Restaurant
Les Semailles#6.118426#46.176042#LANCYRESTO Sàrl#Café, Restaurant|Pizzeria
Le Grand Bleu#6.152929#46.19079##Café, Restaurant
Le M#6.148862#46.202224##Café, Restaurant
Le Sofra#6.133193#46.199686##Café, Restaurant
Rosa Morena#6.145827#46.183799#Drewniak Sébastien#Café, Restaurant
Scandale#6.144872#46.212002##Café, Restaurant
Socrate#6.146352#46.195546#Sezu SA - Giraud Nicolas#Café, Restaurant
Tiki#6.125292#46.205478#Perrette Jean-Pierre#Café, Restaurant
Tortellino#6.139551#46.197106#Livio et Tommaso#Café, Restaurant|Pizzeria
Trois Coqs#6.139185#46.243885#Pelz Pierre#Café, Restaurant
Vieux Martin#6.145383#46.193799##Café, Restaurant
Vignes#6.154378#46.195809##Café, Restaurant
Rumba Jazz#6.156543#46.201789##Café, Restaurant|Cuisine espagnole|Restaurants par spécialité
Frutties#6.124228#46.208228##Café, Restaurant|Centre commercial
6ème sens#6.1421#46.192906#Gillard Bernard#Tea-Room|Café, Restaurant
A Table#6.143524#46.206553#Janin Guillaume#Take Away
Altitude#6.106618#46.230388##Café, Restaurant|Banquet
Au Rendez-Vous#6.143675#46.18552#Carbone R.#Café, Restaurant
Bagatelle#6.141241#46.20829##Café, Restaurant
Blason#6.148985#46.211267#Romy De Montmahou Patrick#Café, Restaurant
Brasserie Da Matteo#6.139415#46.203348##Café, Restaurant
Carlito#6.140945#46.183788#Basler Georges#Café, Restaurant
Chez Moi#6.13244#46.201369##Café, Restaurant
Collonge Café#6.203947#46.253977#MANAUS Sàrl#Café, Restaurant
Dix Vins#6.139869#46.183254#Fracheboud R.#Café, Restaurant
El Caribeno#6.14635#46.212514#Chevalier E.#Café, Restaurant
Fenomeno#6.150226#46.21246##Café, Restaurant|Lounge
l' Atelier#6.129885#46.192855##Café, Restaurant
L'INDOOR#6.148196#46.216665#Golf Indoor#Golf
la Clémence#6.148793#46.200217##Café, Restaurant
La Fumisterie Ernest#6.134557#46.188744##Café, Restaurant
la Péniche#6.146199#46.211235##Café, Restaurant
la Pointe à la Bise#6.193557#46.244426#Turan Aga#Café, Restaurant
Le Chic#6.145#46.21042##Lounge
le Don Juan#6.114763#46.205751##Dancing
Le G#6.125405#46.23516##Salon de jeux|Café, Restaurant
le Méridien#6.132759#46.212376#Chekrouni Ahmed#Café, Restaurant
le Petit Bistro#6.136434#46.21043#Rodriguez Gérard et Sole#Café, Restaurant
Melody#6.148243#46.210287##Café, Restaurant
Montreux Jazz Café#6.106618#46.230388##Café, Restaurant
Mr Pickwick#6.148196#46.216665##Pub
Olé#6.132111#46.202652##Café, Restaurant
Pirate#6.14615#46.211117#Molliex Sabrina#Café, Restaurant
Rallye#6.140389#46.195667#Michelet Raphaël#Café, Restaurant
Reposoir#6.149922#46.231331##Café, Restaurant
Barraco chic#6.134458#46.209597##Café, Restaurant
Stop 12#6.162141#46.200098#Sanchez Manuela#Café, Restaurant
Studio-café#6.149305#46.199943##Café, Restaurant
N'vY#6.148627#46.215401#anciennement hôtel Epsom#Hôtel
Président Wilson#6.151712#46.214303##Café, Restaurant
restaurant des Arts#6.161181#46.334788#Hôtel Best Western Chavannes-de-Bogis#Café, Restaurant
[geneva#disco]
Blue-Night#6.082291#46.231718##Club|Discothèque|Centre commercial
Club 'La Toca'#6.126057#46.208159#Rivera Manuel Maria José#Club|Discothèque
VIP Oriental#6.149683#46.203654##Discothèque|Café, Restaurant|Night Club|Cabaret|Dancing
BYPASS#6.128103#46.187239##Discothèque|Dancing
Java Club#6.150743#46.209784##Discothèque
La Garçonnière#6.145954#46.203009##Discothèque
LE BAROQUE CLUB#6.145808#46.20424##Discothèque|Club|Night Club
le Petit Palace#6.144809#46.202645##Dancing|Discothèque
Moulin à Danses#6.134942#46.202918##Coopérative|Discothèque
X-S Club#6.145837#46.201946##Discothèque
[fribourg#bar]
La Habana#7.155323#46.805113##Café, Restaurant|Bar
Soussol Café Bar Events#7.156488#46.805287##Bar
l'Antidote#7.154092#46.804993##Club|Bar
Casa Juan Sàrl#7.158399#46.805534##Bar
Le Club#7.138868#46.800564##Bar
Banshees' Lodge#7.167696#46.803956#Brigitte Mouthon#Bar|Café, Restaurant
Au Coin du Bourg Rino#7.162391#46.806363##Bar
BLACK-WHITE#7.148453#46.801318##Café|Bar|Billard
Le Passager#7.15083#46.802502#Ibtissam Barouayeh#Café|Bar
La Cène#7.153648#46.804776##Café, Restaurant|Brasserie|Bar|Cave à vin|Commerce de Vin
Lapart#7.153359#46.802409##Bar
Le Corsaire#7.158255#46.805489##Café, Restaurant|Bar
le Provençal#7.152312#46.799699##Bar
TM Café#7.154474#46.804661##Bar|Café, Restaurant
Blues Club Fribourg#7.148499#46.79279#Bonny B.#Concert
Bar le Piccadilly#7.153281#46.804721##
Cabaret Vegas Bar#7.157444#46.805316##Cabaret|Night Club
Le Beau'regard#7.145135#46.801957#Schaller Christophe#Café, Restaurant
DECO B'ART#7.057695#46.618899##Bar
La Liégeoise#7.055765#46.618595##Bar
Planet Edelweiss#7.203401#46.829168##Bar|Dancing|Café, Restaurant
du Casino#7.151262#46.824587##Bar|Café, Restaurant
Whisky Corner#7.106565#46.821596#Alex Muenzhuber#Bar
Restaurant 14#7.153359#46.802409#NH Hoteles Switzerland GmbH#Conférences congrès séminaires|Hôtel|Banquet|Café, Restaurant
ROCK CAFE#7.1512#46.80199##Café, Restaurant
Indian Tandoori Corner#7.149711#46.798757##Café, Restaurant|Cuisine indienne|Restaurants par spécialité
Ristorante BINDELLA#7.158832#46.805535##Café, Restaurant
Café de la Presse#7.154081#46.797266##Café, Restaurant
Le Bistrot Beaumont#7.141666#46.796784##Café, Restaurant
Palmeira#7.160792#46.806449##Café, Restaurant
Etoile d'or#7.155094#46.796342#Tang Wai#Café, Restaurant|Take Away
Kapadokya#7.156884#46.794763##Café, Restaurant|Cuisine turque|Restaurants par spécialité
La Taperia#7.156303#46.805628#Mercedes Hinojosa Angel & Ana Soledad Muñoz Gonzalez#Traiteur|Café, Restaurant|Take Away
Les Falaises#7.161408#46.803932##Café, Restaurant
Populaire#7.156367#46.805862##Café, Restaurant
Restaurant Marathon#7.148778#46.801597#Girma Berhanu#Café, Restaurant
Restaurant Pokemon#7.173488#46.808881##Café, Restaurant
Sauvage#7.162696#46.802981##Hôtel|Café, Restaurant
Seleccào Portuguesa#7.153149#46.802472##Café, Restaurant
St-Léonard#7.155949#46.815666#Risse Denis et Marina#Café, Restaurant
le Chantilly#7.154879#46.80486##Tea-Room
Hacienda#7.125382#46.817331##Café, Restaurant|Hôtel|Cuisine mexicaine|Restaurants par spécialité
Restaurant de Moncor#7.120137#46.798048##Café, Restaurant
HOSTELLERIE AM SCHWARZSEE#7.285167#46.671078##Hôtel|Café, Restaurant
Hotel Bahnhof#7.190455#46.851089##Café, Restaurant|Hôtel
La Croix-Blanche#7.136882#46.727381#Andrey Brüelhard Marianne#Pizzeria|Café, Restaurant
[neuchatel#bar]
le 3 pièces 1/2#6.931356#46.992241##Café, Restaurant|Organisation de fêtes|Bar
L'Espace Faucon#6.929965#46.991911#Massimo Fortis#Bar
Café du Cerf#6.928551#46.991365##Pub|Café, Restaurant|Bar
Au 21#6.937093#46.99448##Bar
Au Métro#6.931719#46.991316#Amiet Didier#Bar
Au Moka#6.930337#46.991553##Bar
Bar de l'Univers#6.927475#46.991136##Bar
Buffet espresso#6.935942#46.996642##Bar
de Vauseyon#6.909887#46.988285#Silva Borges Martins Bernardina Rosa#Bar
Deli-Neuch#6.929286#46.992844#Paglino Bruno#Bar
DESPERADO#6.932312#46.991184##Bar|Café, Restaurant|Cuisine mexicaine|Restaurants par spécialité
Expresso Bar#6.93066#46.990754#Righetti Cindy#Bar
L'Oasis#6.916533#46.991617##Bar
Le Baron#6.929696#46.989796#Perthoud Hervé#Bar
Le Byblos Bonjo#6.931092#46.990936##Bar|Club
Le Charlot#6.928689#46.990673##Bar
Le Flash#6.909345#46.984649#Ferreira Alves Victor Manuel#Bar|Café, Restaurant
Le King#6.927768#46.993521##Café, Restaurant|Bar
Le PamBar#6.930099#46.993108#Carlo Cappellaro#Bar
Le Sud#6.927757#46.990507##Crêperie|Bar|Café, Restaurant|Glaces
Paradox#6.929102#46.992834##Bar
Prestige Club#6.928477#46.99087#Mentor Kalanderi#Bar
Rodolphe Avant-club#6.929621#46.989382##Bar
Bambou Sushi bar#6.93185#46.991398##Café, Restaurant|Cuisine japonaise|Restaurants par spécialité
Antica Gelateria Fiorentina#6.927987#46.992604#Victoria Wuthrich#Bar à café|Glaces
Armourin Bar#6.92958#46.990938##Bar à café
Bar de la place#6.928713#46.990853##Café, Restaurant
Casa Resende#6.961178#47.004828##Bar à café|Café, Restaurant
Esprit Bar#6.932987#46.992168##Bar à café
Snack-Bar de Vauseyon#6.909887#46.988285#Silva Borges Martins Bernardina Rosa#Café, Restaurant
Tony's-Bar#6.961598#47.004866#Palumbi Angelo#Café, Restaurant|Pizzeria
Yamato Sushi Bar#6.927959#46.992793##Café, Restaurant
le Cercle National#6.929008#46.990333##Pizzeria|Café, Restaurant|Grill, Barbecue|Cuisine italienne|Restaurants par spécialité
hôtel Du Peyrou#6.933509#46.993915#Penlington Craig et Françoise#Café, Restaurant
Les Toiles#6.963084#47.009325##Café, Restaurant|Produits du terroir
Café des Arts#6.937001#46.993103##Café, Restaurant
Cercle de la voile Neuchâtel#6.949904#46.996766##Café, Restaurant
Chauffage Compris#6.927906#46.992811##Café, Restaurant
Floridita Café#6.928875#46.990485##Café, Restaurant
L'Annexe#6.93538#46.993518##Café, Restaurant|Crêperie
La Turquoise#6.928814#46.991349##Café, Restaurant|Kebab, Döner
Le Bistrot du Concert#6.93101#46.991295##Café, Restaurant
le Bouchon#6.93757#46.99127#Burgat Olga#Café, Restaurant
Maloja#6.941355#46.995596##Café, Restaurant
Mei-Jing#6.936012#46.996211##Café, Restaurant|Cuisine chinoise|Restaurants par spécialité
L'Orient#6.932312#46.991184##Café, Restaurant
TANAMAN#6.835847#46.948942#Corinne Berthoud#Cultures et commerce de Plantes|Bar à café
Hôtel de Chaumont#6.956422#47.026271##Hôtel|Café, Restaurant
Au Tonneau#7.092018#47.063174##Café, Restaurant|Cuisine chinoise|Restaurants par spécialité
restaurant du Jura#6.995338#47.255935#Studer Yann#Café, Restaurant
La Terrasse#6.821753#47.099574##Café, Restaurant
le National#6.581114#46.904333#Famille Rocha#Café, Restaurant|Pizzeria
[neuchatel#disco]
Discothèque Para#6.930394#46.992507##Discothèque
Taboo Club#6.933089#46.992483##Discothèque
